,% Change,Ask,Bid,Change,Contract Name,Implied Volatility,Last Price,Last Trade Date,Open Interest,Strike,Volume,expiry,spot,tipo,t_ano,moneyness
81,-,1.9,1.87,0.0,SPY200117P00246000,0.24760000000000001,2.02,2019-09-05 2:42PM EDT,0,246.0,48,2020-01-17,298.05,puts,0.36666666666666664,1.2115853658536586
82,-,1.97,1.94,0.0,SPY200117P00247000,0.24600000000000002,2.0,2019-09-05 10:42AM EDT,0,247.0,193,2020-01-17,298.05,puts,0.36666666666666664,1.2066801619433198
83,-,2.04,2.02,0.0,SPY200117P00248000,0.2444,2.1,2019-09-05 11:52AM EDT,0,248.0,10,2020-01-17,298.05,puts,0.36666666666666664,1.2018145161290323
84,-,2.12,2.09,0.0,SPY200117P00249000,0.243,2.24,2019-09-05 2:45PM EDT,0,249.0,29,2020-01-17,298.05,puts,0.36666666666666664,1.196987951807229
85,-5.56%,2.2,2.17,-0.13,SPY200117P00250000,0.2415,2.21,2019-09-06 11:43AM EDT,0,250.0,336,2020-01-17,298.05,puts,0.36666666666666664,1.1922000000000001
86,-,2.27,2.25,0.0,SPY200117P00251000,0.2396,2.4,2019-09-05 1:27PM EDT,0,251.0,2,2020-01-17,298.05,puts,0.36666666666666664,1.1874501992031874
87,-2.88%,2.37,2.33,-0.07,SPY200117P00252000,0.23850000000000002,2.36,2019-09-06 10:07AM EDT,0,252.0,46,2020-01-17,298.05,puts,0.36666666666666664,1.1827380952380953
88,-,2.45,2.42,0.0,SPY200117P00253000,0.2368,2.61,2019-09-05 2:40PM EDT,0,253.0,2,2020-01-17,298.05,puts,0.36666666666666664,1.1780632411067193
89,-,2.54,2.51,0.0,SPY200117P00254000,0.2352,2.65,2019-09-05 3:51PM EDT,0,254.0,212,2020-01-17,298.05,puts,0.36666666666666664,1.1734251968503937
90,-3.65%,2.64,2.61,-0.1,SPY200117P00255000,0.2339,2.64,2019-09-06 11:26AM EDT,0,255.0,11,2020-01-17,298.05,puts,0.36666666666666664,1.1688235294117648
91,-,2.74,2.7,0.0,SPY200117P00256000,0.2325,3.13,2019-09-05 9:30AM EDT,0,256.0,4,2020-01-17,298.05,puts,0.36666666666666664,1.1642578125
92,-,2.82,2.8,0.0,SPY200117P00257000,0.2304,3.63,2019-09-04 3:49PM EDT,0,257.0,64,2020-01-17,298.05,puts,0.36666666666666664,1.159727626459144
93,-,2.94,2.9,0.0,SPY200117P00258000,0.2293,3.76,2019-09-04 3:58PM EDT,0,258.0,68,2020-01-17,298.05,puts,0.36666666666666664,1.1552325581395348
94,-,3.03,3.01,0.0,SPY200117P00259000,0.2273,3.97,2019-09-04 2:50PM EDT,0,259.0,3,2020-01-17,298.05,puts,0.36666666666666664,1.1507722007722008
95,-3.96%,3.15,3.12,-0.13,SPY200117P00260000,0.226,3.15,2019-09-06 11:22AM EDT,0,260.0,21,2020-01-17,298.05,puts,0.36666666666666664,1.146346153846154
96,-2.67%,3.25,3.23,-0.09,SPY200117P00261000,0.2241,3.28,2019-09-06 9:56AM EDT,0,261.0,10,2020-01-17,298.05,puts,0.36666666666666664,1.141954022988506
97,-,3.38,3.35,0.0,SPY200117P00262000,0.2228,3.52,2019-09-05 1:51PM EDT,0,262.0,1,2020-01-17,298.05,puts,0.36666666666666664,1.1375954198473284
98,-5.75%,3.5,3.46,-0.21,SPY200117P00263000,0.2212,3.44,2019-09-06 10:52AM EDT,0,263.0,519,2020-01-17,298.05,puts,0.36666666666666664,1.1332699619771864
99,-2.43%,3.62,3.59,-0.09,SPY200117P00264000,0.2195,3.61,2019-09-06 10:24AM EDT,0,264.0,1,2020-01-17,298.05,puts,0.36666666666666664,1.1289772727272727
100,-5.34%,3.75,3.72,-0.21,SPY200117P00265000,0.21789999999999998,3.72,2019-09-06 11:01AM EDT,0,265.0,21,2020-01-17,298.05,puts,0.36666666666666664,1.1247169811320754
101,-0.77%,3.88,3.85,-0.03,SPY200117P00266000,0.2162,3.88,2019-09-06 10:24AM EDT,0,266.0,1,2020-01-17,298.05,puts,0.36666666666666664,1.1204887218045114
102,-,4.01,3.97,0.0,SPY200117P00267000,0.2145,4.1,2019-09-05 11:12AM EDT,0,267.0,11,2020-01-17,298.05,puts,0.36666666666666664,1.1162921348314607
103,-,4.15,4.12,0.0,SPY200117P00268000,0.21280000000000002,4.22,2019-09-05 3:31PM EDT,0,268.0,3478,2020-01-17,298.05,puts,0.36666666666666664,1.1121268656716419
104,-5.31%,4.29,4.25,-0.24,SPY200117P00269000,0.21100000000000002,4.28,2019-09-06 10:57AM EDT,0,269.0,1,2020-01-17,298.05,puts,0.36666666666666664,1.107992565055762
105,-4.34%,4.44,4.4,-0.2,SPY200117P00270000,0.2094,4.41,2019-09-06 11:44AM EDT,0,270.0,111,2020-01-17,298.05,puts,0.36666666666666664,1.103888888888889
106,-5.37%,4.6,4.56,-0.26,SPY200117P00271000,0.2078,4.58,2019-09-06 11:14AM EDT,0,271.0,3,2020-01-17,298.05,puts,0.36666666666666664,1.0998154981549817
107,-34.44%,4.75,4.71,-2.49,SPY200117P00272000,0.2059,4.74,2019-09-06 11:16AM EDT,0,272.0,33,2020-01-17,298.05,puts,0.36666666666666664,1.0957720588235293
108,-2.99%,4.91,4.88,-0.15,SPY200117P00273000,0.2041,4.87,2019-09-06 11:12AM EDT,0,273.0,19,2020-01-17,298.05,puts,0.36666666666666664,1.0917582417582419
109,-1.74%,5.08,5.05,-0.09,SPY200117P00274000,0.2025,5.09,2019-09-06 11:15AM EDT,0,274.0,59,2020-01-17,298.05,puts,0.36666666666666664,1.0877737226277373
110,-3.13%,5.26,5.22,-0.17,SPY200117P00275000,0.20079999999999998,5.26,2019-09-06 11:28AM EDT,0,275.0,3,2020-01-17,298.05,puts,0.36666666666666664,1.0838181818181818
111,-,5.43,5.39,0.0,SPY200117P00276000,0.1989,5.61,2019-09-06 9:39AM EDT,0,276.0,1,2020-01-17,298.05,puts,0.36666666666666664,1.0798913043478262
112,-0.52%,5.61,5.58,-0.03,SPY200117P00277000,0.1971,5.75,2019-09-06 9:48AM EDT,0,277.0,5,2020-01-17,298.05,puts,0.36666666666666664,1.0759927797833935
113,-,5.8,5.75,0.0,SPY200117P00278000,0.1953,6.05,2019-09-05 4:03PM EDT,0,278.0,335,2020-01-17,298.05,puts,0.36666666666666664,1.0721223021582735
114,-0.64%,5.99,5.96,-0.04,SPY200117P00279000,0.1934,6.17,2019-09-06 9:42AM EDT,0,279.0,250,2020-01-17,298.05,puts,0.36666666666666664,1.0682795698924732
115,-6.55%,6.19,6.15,-0.43,SPY200117P00280000,0.19149999999999998,6.13,2019-09-06 11:09AM EDT,0,280.0,131,2020-01-17,298.05,puts,0.36666666666666664,1.0644642857142859
116,-4.94%,6.39,6.36,-0.33,SPY200117P00281000,0.1895,6.35,2019-09-06 11:25AM EDT,0,281.0,107,2020-01-17,298.05,puts,0.36666666666666664,1.06067615658363
117,-2.67%,6.6,6.56,-0.18,SPY200117P00282000,0.18760000000000002,6.57,2019-09-06 11:17AM EDT,0,282.0,283,2020-01-17,298.05,puts,0.36666666666666664,1.0569148936170214
118,-4.48%,6.82,6.78,-0.32,SPY200117P00283000,0.1857,6.82,2019-09-06 10:38AM EDT,0,283.0,3,2020-01-17,298.05,puts,0.36666666666666664,1.0531802120141343
119,-0.97%,7.04,7.02,-0.07,SPY200117P00284000,0.1837,7.12,2019-09-06 9:49AM EDT,0,284.0,30,2020-01-17,298.05,puts,0.36666666666666664,1.0494718309859155
120,-5.32%,7.26,7.22,-0.41,SPY200117P00285000,0.1816,7.29,2019-09-06 11:34AM EDT,0,285.0,390,2020-01-17,298.05,puts,0.36666666666666664,1.0457894736842106
121,-4.96%,7.51,7.45,-0.39,SPY200117P00286000,0.17980000000000002,7.48,2019-09-06 11:44AM EDT,0,286.0,310,2020-01-17,298.05,puts,0.36666666666666664,1.0421328671328671
122,-2.15%,7.75,7.72,-0.17,SPY200117P00287000,0.1777,7.73,2019-09-06 11:31AM EDT,0,287.0,357,2020-01-17,298.05,puts,0.36666666666666664,1.0385017421602787
123,-4.22%,8.01,7.98,-0.35,SPY200117P00288000,0.17579999999999998,7.95,2019-09-06 11:44AM EDT,0,288.0,283,2020-01-17,298.05,puts,0.36666666666666664,1.0348958333333333
124,-1.53%,8.26,8.24,-0.13,SPY200117P00289000,0.1736,8.34,2019-09-06 9:31AM EDT,0,289.0,30,2020-01-17,298.05,puts,0.36666666666666664,1.0313148788927335
125,-3.06%,8.54,8.51,-0.27,SPY200117P00290000,0.1716,8.56,2019-09-06 11:40AM EDT,0,290.0,302,2020-01-17,298.05,puts,0.36666666666666664,1.0277586206896552
126,-3.30%,8.8,8.77,-0.3,SPY200117P00291000,0.1693,8.79,2019-09-06 11:11AM EDT,0,291.0,85,2020-01-17,298.05,puts,0.36666666666666664,1.0242268041237115
127,-5.42%,9.1,9.06,-0.52,SPY200117P00292000,0.1674,9.08,2019-09-06 11:31AM EDT,0,292.0,270,2020-01-17,298.05,puts,0.36666666666666664,1.0207191780821918
128,-5.15%,9.4,9.36,-0.51,SPY200117P00293000,0.1653,9.4,2019-09-06 11:40AM EDT,0,293.0,408,2020-01-17,298.05,puts,0.36666666666666664,1.0172354948805462
129,-3.40%,9.69,9.68,-0.34,SPY200117P00294000,0.1629,9.67,2019-09-06 11:13AM EDT,0,294.0,95,2020-01-17,298.05,puts,0.36666666666666664,1.0137755102040817
130,-4.75%,10.03,9.99,-0.5,SPY200117P00295000,0.161,10.02,2019-09-06 11:31AM EDT,0,295.0,195,2020-01-17,298.05,puts,0.36666666666666664,1.0103389830508476
131,-3.15%,10.37,10.31,-0.34,SPY200117P00296000,0.159,10.46,2019-09-06 10:17AM EDT,0,296.0,69,2020-01-17,298.05,puts,0.36666666666666664,1.0069256756756757
132,-3.35%,10.71,10.67,-0.37,SPY200117P00297000,0.1568,10.67,2019-09-06 11:12AM EDT,0,297.0,182,2020-01-17,298.05,puts,0.36666666666666664,1.0035353535353535
133,-3.92%,11.08,11.04,-0.45,SPY200117P00298000,0.1549,11.03,2019-09-06 11:45AM EDT,0,298.0,296,2020-01-17,298.05,puts,0.36666666666666664,1.0001677852348994
134,-4.26%,11.45,11.42,-0.51,SPY200117P00299000,0.1527,11.45,2019-09-06 11:11AM EDT,0,299.0,218,2020-01-17,298.05,puts,0.36666666666666664,0.9968227424749164
135,-2.87%,11.86,11.81,-0.35,SPY200117P00300000,0.1509,11.85,2019-09-06 11:39AM EDT,0,300.0,205,2020-01-17,298.05,puts,0.36666666666666664,0.9935
136,-2.84%,12.28,12.23,-0.36,SPY200117P00301000,0.149,12.31,2019-09-06 11:33AM EDT,0,301.0,503,2020-01-17,298.05,puts,0.36666666666666664,0.9901993355481727
137,-3.42%,12.7,12.65,-0.45,SPY200117P00302000,0.147,12.7,2019-09-06 11:38AM EDT,0,302.0,170,2020-01-17,298.05,puts,0.36666666666666664,0.9869205298013245
138,-3.15%,13.16,13.1,-0.43,SPY200117P00303000,0.1452,13.2,2019-09-05 1:26PM EDT,0,303.0,1,2020-01-17,298.05,puts,0.36666666666666664,0.9836633663366336
139,-,13.63,13.57,0.0,SPY200117P00304000,0.1434,13.96,2019-09-04 9:45AM EDT,0,304.0,10,2020-01-17,298.05,puts,0.36666666666666664,0.9804276315789474
140,-4.31%,14.09,14.02,-0.63,SPY200117P00305000,0.1412,14.0,2019-09-06 10:45AM EDT,0,305.0,31,2020-01-17,298.05,puts,0.36666666666666664,0.9772131147540984
141,-,14.61,14.52,0.0,SPY200117P00306000,0.1396,15.25,2019-09-05 9:56AM EDT,0,306.0,1,2020-01-17,298.05,puts,0.36666666666666664,0.9740196078431373
142,-,15.14,15.07,0.0,SPY200117P00307000,0.1379,15.65,2019-09-05 10:06AM EDT,0,307.0,11,2020-01-17,298.05,puts,0.36666666666666664,0.9708469055374593
143,-,15.74,15.62,0.0,SPY200117P00308000,0.13699999999999998,16.17,2019-09-05 3:59PM EDT,0,308.0,1,2020-01-17,298.05,puts,0.36666666666666664,0.9676948051948052
144,-,16.32,16.19,0.0,SPY200117P00309000,0.1356,20.29,2019-08-30 3:59PM EDT,0,309.0,8,2020-01-17,298.05,puts,0.36666666666666664,0.9645631067961166
145,-2.15%,16.94,16.79,-0.37,SPY200117P00310000,0.13449999999999998,16.81,2019-09-06 11:45AM EDT,0,310.0,1,2020-01-17,298.05,puts,0.36666666666666664,0.9614516129032259
146,-,17.54,17.4,0.0,SPY200117P00311000,0.1328,18.1,2019-09-05 2:09PM EDT,0,311.0,3,2020-01-17,298.05,puts,0.36666666666666664,0.9583601286173634
147,-,18.2,18.05,0.0,SPY200117P00312000,0.1318,18.49,2019-09-05 11:16AM EDT,0,312.0,10,2020-01-17,298.05,puts,0.36666666666666664,0.9552884615384616
148,-,18.88,18.71,0.0,SPY200117P00313000,0.1308,28.75,2019-08-26 9:49AM EDT,0,313.0,3,2020-01-17,298.05,puts,0.36666666666666664,0.9522364217252397
149,-,19.54,19.39,0.0,SPY200117P00314000,0.1293,29.54,2019-08-27 12:34PM EDT,0,314.0,60,2020-01-17,298.05,puts,0.36666666666666664,0.949203821656051
150,-3.61%,20.26,20.11,-0.75,SPY200117P00315000,0.1285,20.05,2019-09-06 10:48AM EDT,0,315.0,2,2020-01-17,298.05,puts,0.36666666666666664,0.9461904761904762
151,-,21.0,20.84,0.0,SPY200117P00316000,0.1278,29.8,2019-08-13 9:35AM EDT,0,316.0,1,2020-01-17,298.05,puts,0.36666666666666664,0.9431962025316456
152,-,27.45,27.1,0.0,SPY200117P00317000,0.21969999999999998,21.0,2019-07-11 2:31PM EDT,1,317.0,-,2020-01-17,298.05,puts,0.36666666666666664,0.9402208201892744
153,-,22.55,22.37,0.0,SPY200117P00318000,0.1268,28.17,2019-08-29 10:10AM EDT,0,318.0,1,2020-01-17,298.05,puts,0.36666666666666664,0.9372641509433962
154,-,23.35,23.17,0.0,SPY200117P00319000,0.1265,32.25,2019-08-16 10:46AM EDT,0,319.0,3,2020-01-17,298.05,puts,0.36666666666666664,0.9343260188087774
155,+2.48%,24.21,23.99,0.6,SPY200117P00320000,0.12710000000000002,24.8,2019-09-06 9:44AM EDT,0,320.0,10,2020-01-17,298.05,puts,0.36666666666666664,0.93140625
156,-,37.69,35.68,0.0,SPY200117P00321000,0.3298,22.06,2019-07-24 2:35PM EDT,3,321.0,3,2020-01-17,298.05,puts,0.36666666666666664,0.9285046728971963
157,-,31.7,31.37,0.0,SPY200117P00322000,0.2298,27.93,2019-08-01 2:01PM EDT,3,322.0,2,2020-01-17,298.05,puts,0.36666666666666664,0.9256211180124224
158,-,32.61,32.25,0.0,SPY200117P00323000,0.23260000000000003,23.96,2019-07-30 3:48PM EDT,3,323.0,1,2020-01-17,298.05,puts,0.36666666666666664,0.9227554179566564
159,-,28.58,28.32,0.0,SPY200117P00325000,0.1294,28.8,2019-09-05 3:01PM EDT,0,325.0,3,2020-01-17,298.05,puts,0.36666666666666664,0.9170769230769231
160,+0.06%,33.25,32.94,0.02,SPY200117P00330000,0.1355,33.75,2019-09-06 9:44AM EDT,0,330.0,6,2020-01-17,298.05,puts,0.36666666666666664,0.9031818181818182
161,-,38.1,37.79,0.0,SPY200117P00335000,0.1448,47.04,2019-08-27 10:09AM EDT,0,335.0,4,2020-01-17,298.05,puts,0.36666666666666664,0.8897014925373135
162,-,42.3,41.85,0.0,SPY200117P00340000,0.1231,52.38,2019-06-07 11:09AM EDT,37,340.0,2,2020-01-17,298.05,puts,0.36666666666666664,0.8766176470588236
163,-,47.31,46.85,0.0,SPY200117P00345000,0.13470000000000001,51.31,2019-06-07 11:09AM EDT,0,345.0,2,2020-01-17,298.05,puts,0.36666666666666664,0.8639130434782609
164,-8.76%,52.98,52.64,-5.17,SPY200117P00350000,0.17859999999999998,53.87,2019-09-06 9:44AM EDT,0,350.0,2,2020-01-17,298.05,puts,0.36666666666666664,0.8515714285714286
165,-,57.31,56.85,0.0,SPY200117P00355000,0.1555,62.12,2019-06-07 11:09AM EDT,1,355.0,2,2020-01-17,298.05,puts,0.36666666666666664,0.8395774647887324
166,-,62.97,62.64,0.0,SPY200117P00360000,0.2014,68.44,2019-08-08 11:47AM EDT,0,360.0,4,2020-01-17,298.05,puts,0.36666666666666664,0.8279166666666667
167,-6.59%,72.95,72.64,-5.2,SPY200117P00370000,0.22260000000000002,73.65,2019-09-06 9:45AM EDT,0,370.0,2,2020-01-17,298.05,puts,0.36666666666666664,0.8055405405405406
168,-,78.56,78.18,0.0,SPY200117P00375000,0.2584,108.61,2019-06-10 12:13AM EDT,0,375.0,0,2020-01-17,298.05,puts,0.36666666666666664,0.7948000000000001
169,-,79.26,78.85,0.0,SPY200117P00380000,0.0,87.0,2019-06-25 9:45AM EDT,0,380.0,1,2020-01-17,298.05,puts,0.36666666666666664,0.784342105263158
170,-,87.94,87.62,0.0,SPY200117P00385000,0.2532,93.22,2019-08-21 10:05AM EDT,0,385.0,5,2020-01-17,298.05,puts,0.36666666666666664,0.7741558441558442
171,-,92.31,91.85,0.0,SPY200117P00390000,0.2214,106.46,2019-06-07 11:09AM EDT,0,390.0,20,2020-01-17,298.05,puts,0.36666666666666664,0.7642307692307693
172,-,102.31,101.85,0.0,SPY200117P00400000,0.23850000000000002,109.6,2019-06-07 11:09AM EDT,8,400.0,5,2020-01-17,298.05,puts,0.36666666666666664,0.745125
173,-,112.31,111.85,0.0,SPY200117P00410000,0.25489999999999996,117.65,2019-06-07 11:09AM EDT,18,410.0,10,2020-01-17,298.05,puts,0.36666666666666664,0.7269512195121951
174,-,136.69,133.5,0.0,SPY200117P00420000,0.6271,119.34,2019-07-25 9:39AM EDT,0,420.0,11,2020-01-17,298.05,puts,0.36666666666666664,0.7096428571428571
175,-,132.9,132.57,0.0,SPY200117P00430000,0.33299999999999996,132.78,2019-09-05 11:10AM EDT,0,430.0,1,2020-01-17,298.05,puts,0.36666666666666664,0.6931395348837209
0,-,98.93,98.49,0.0,SPY200331C00200000,0.301,93.34,2019-08-12 3:42PM EDT,6,200.0,2,2020-03-31,298.05,calls,0.5722222222222222,1.49025
1,-,94.04,93.61,0.0,SPY200331C00205000,0.2916,79.89,2019-08-15 9:41AM EDT,2,205.0,-,2020-03-31,298.05,calls,0.5722222222222222,1.4539024390243902
2,-,89.19,88.75,0.0,SPY200331C00210000,0.2837,83.52,2019-08-21 11:33AM EDT,11,210.0,1,2020-03-31,298.05,calls,0.5722222222222222,1.4192857142857143
3,-,84.35,83.95,0.0,SPY200331C00215000,0.2754,78.27,2019-08-30 2:53PM EDT,37,215.0,2,2020-03-31,298.05,calls,0.5722222222222222,1.3862790697674419
4,-,79.61,79.2,0.0,SPY200331C00220000,0.2702,79.23,2019-09-05 11:37AM EDT,3,220.0,2,2020-03-31,298.05,calls,0.5722222222222222,1.3547727272727272
5,-,75.62,75.19,0.0,SPY200331C00225000,0.2878,69.9,2019-06-07 11:13AM EDT,1,225.0,-,2020-03-31,298.05,calls,0.5722222222222222,1.3246666666666667
6,-,70.21,69.82,0.0,SPY200331C00230000,0.2581,69.78,2019-09-05 10:01AM EDT,15,230.0,1,2020-03-31,298.05,calls,0.5722222222222222,1.2958695652173913
7,-,65.63,65.25,0.0,SPY200331C00235000,0.25329999999999997,64.8,2019-09-05 2:37PM EDT,19,235.0,2,2020-03-31,298.05,calls,0.5722222222222222,1.2682978723404257
8,-,61.0,60.65,0.0,SPY200331C00240000,0.2457,50.76,2019-08-16 9:30AM EDT,23,240.0,1,2020-03-31,298.05,calls,0.5722222222222222,1.241875
9,-,47.03,46.72,0.0,SPY200331C00245000,0.0,58.73,2019-07-12 12:23PM EDT,0,245.0,1,2020-03-31,298.05,calls,0.5722222222222222,1.216530612244898
10,-,52.02,51.7,0.0,SPY200331C00250000,0.2329,47.1,2019-08-30 2:00PM EDT,17,250.0,1,2020-03-31,298.05,calls,0.5722222222222222,1.1922000000000001
11,-,47.64,47.37,0.0,SPY200331C00255000,0.2263,39.94,2019-08-19 12:15AM EDT,54,255.0,-,2020-03-31,298.05,calls,0.5722222222222222,1.1688235294117648
12,-,45.89,45.61,0.0,SPY200331C00257000,0.22329999999999997,41.41,2019-08-08 2:34PM EDT,1,257.0,-,2020-03-31,298.05,calls,0.5722222222222222,1.159727626459144
13,-,43.33,43.03,0.0,SPY200331C00260000,0.2195,37.18,2019-08-23 9:49AM EDT,135,260.0,4,2020-03-31,298.05,calls,0.5722222222222222,1.146346153846154
14,-,35.66,35.19,0.0,SPY200331C00263000,0.1074,41.42,2019-07-22 3:17PM EDT,1,263.0,-,2020-03-31,298.05,calls,0.5722222222222222,1.1332699619771864
15,-,34.82,34.54,0.0,SPY200331C00265000,0.1351,41.65,2019-07-30 1:57PM EDT,4,265.0,1,2020-03-31,298.05,calls,0.5722222222222222,1.1247169811320754
16,-,36.62,36.36,0.0,SPY200331C00268000,0.2082,26.63,2019-08-23 3:54PM EDT,1,268.0,1,2020-03-31,298.05,calls,0.5722222222222222,1.1121268656716419
17,-,34.97,34.73,0.0,SPY200331C00270000,0.2051,28.42,2019-08-16 9:45AM EDT,42,270.0,6,2020-03-31,298.05,calls,0.5722222222222222,1.103888888888889
18,-,33.33,33.11,0.0,SPY200331C00272000,0.20190000000000002,29.0,2019-08-19 9:30AM EDT,4,272.0,1,2020-03-31,298.05,calls,0.5722222222222222,1.0957720588235293
19,-,32.55,32.31,0.0,SPY200331C00273000,0.2007,27.84,2019-08-08 11:26AM EDT,2,273.0,1,2020-03-31,298.05,calls,0.5722222222222222,1.0917582417582419
20,-,30.8,30.55,0.0,SPY200331C00275000,0.1956,28.64,2019-06-20 1:55PM EDT,381,275.0,1,2020-03-31,298.05,calls,0.5722222222222222,1.0838181818181818
21,-,32.19,31.95,0.0,SPY200331C00276000,0.2227,23.93,2019-06-14 11:09AM EDT,357,276.0,356,2020-03-31,298.05,calls,0.5722222222222222,1.0798913043478262
22,-,22.53,22.34,0.0,SPY200331C00277000,0.0916,29.62,2019-07-05 12:54PM EDT,25,277.0,2,2020-03-31,298.05,calls,0.5722222222222222,1.0759927797833935
23,-,28.63,28.33,0.0,SPY200331C00278000,0.1934,19.8,2019-08-23 3:54PM EDT,223,278.0,1,2020-03-31,298.05,calls,0.5722222222222222,1.0721223021582735
24,-,30.88,30.74,0.0,SPY200331C00279000,0.23010000000000003,24.15,2019-06-26 1:30PM EDT,0,279.0,-,2020-03-31,298.05,calls,0.5722222222222222,1.0682795698924732
25,+34.03%,27.06,26.78,6.83,SPY200331C00280000,0.19,26.9,2019-09-06 10:26AM EDT,335,280.0,1,2020-03-31,298.05,calls,0.5722222222222222,1.0644642857142859
26,-,22.69,22.47,0.0,SPY200331C00281000,0.1418,26.81,2019-07-31 3:53PM EDT,790,281.0,6,2020-03-31,298.05,calls,0.5722222222222222,1.06067615658363
27,-,25.53,25.27,0.0,SPY200331C00282000,0.1867,22.43,2019-08-30 10:40AM EDT,97,282.0,1,2020-03-31,298.05,calls,0.5722222222222222,1.0569148936170214
28,-,24.77,24.52,0.0,SPY200331C00283000,0.185,24.99,2019-09-05 10:18AM EDT,235,283.0,1,2020-03-31,298.05,calls,0.5722222222222222,1.0531802120141343
29,-,24.02,23.77,0.0,SPY200331C00284000,0.1833,20.97,2019-08-30 10:45AM EDT,17,284.0,10,2020-03-31,298.05,calls,0.5722222222222222,1.0494718309859155
30,-,23.28,23.04,0.0,SPY200331C00285000,0.18170000000000003,20.27,2019-08-30 10:45AM EDT,118,285.0,11,2020-03-31,298.05,calls,0.5722222222222222,1.0457894736842106
31,-,22.55,22.28,0.0,SPY200331C00286000,0.1801,19.63,2019-08-30 10:40AM EDT,110,286.0,10,2020-03-31,298.05,calls,0.5722222222222222,1.0421328671328671
32,-,21.82,21.57,0.0,SPY200331C00287000,0.1784,18.83,2019-08-30 10:44AM EDT,19,287.0,2,2020-03-31,298.05,calls,0.5722222222222222,1.0385017421602787
33,+0.63%,21.08,20.85,0.13,SPY200331C00288000,0.1766,20.83,2019-09-06 9:33AM EDT,121,288.0,1,2020-03-31,298.05,calls,0.5722222222222222,1.0348958333333333
34,-,20.38,20.12,0.0,SPY200331C00289000,0.1751,17.49,2019-08-30 10:45AM EDT,36,289.0,22,2020-03-31,298.05,calls,0.5722222222222222,1.0313148788927335
35,-,19.66,19.41,0.0,SPY200331C00290000,0.1732,16.81,2019-08-30 3:58PM EDT,629,290.0,74,2020-03-31,298.05,calls,0.5722222222222222,1.0277586206896552
36,-,18.94,18.72,0.0,SPY200331C00291000,0.17129999999999998,18.47,2019-09-05 2:24PM EDT,103,291.0,210,2020-03-31,298.05,calls,0.5722222222222222,1.0242268041237115
37,-,18.25,18.03,0.0,SPY200331C00292000,0.1696,15.49,2019-09-04 10:05AM EDT,1619,292.0,2,2020-03-31,298.05,calls,0.5722222222222222,1.0207191780821918
38,-,17.55,17.34,0.0,SPY200331C00293000,0.1677,17.06,2019-09-04 9:39AM EDT,34,293.0,2,2020-03-31,298.05,calls,0.5722222222222222,1.0172354948805462
39,-,16.87,16.67,0.0,SPY200331C00294000,0.1659,16.54,2019-09-05 2:42PM EDT,95,294.0,50,2020-03-31,298.05,calls,0.5722222222222222,1.0137755102040817
40,-2.25%,16.21,15.99,-0.37,SPY200331C00295000,0.1643,16.07,2019-09-06 10:57AM EDT,750,295.0,4,2020-03-31,298.05,calls,0.5722222222222222,1.0103389830508476
41,-,15.55,15.32,0.0,SPY200331C00296000,0.1625,12.97,2019-09-04 10:05AM EDT,1064,296.0,1,2020-03-31,298.05,calls,0.5722222222222222,1.0069256756756757
42,-,14.89,14.66,0.0,SPY200331C00297000,0.1607,12.65,2019-09-04 3:33PM EDT,203,297.0,1,2020-03-31,298.05,calls,0.5722222222222222,1.0035353535353535
43,-,14.23,14.02,0.0,SPY200331C00298000,0.15869999999999998,14.15,2019-09-05 10:57AM EDT,126,298.0,1,2020-03-31,298.05,calls,0.5722222222222222,1.0001677852348994
44,-,13.57,13.43,0.0,SPY200331C00299000,0.1565,11.03,2019-09-04 11:06AM EDT,162,299.0,10,2020-03-31,298.05,calls,0.5722222222222222,0.9968227424749164
45,-0.93%,12.93,12.81,-0.12,SPY200331C00300000,0.1545,12.79,2019-09-06 9:31AM EDT,808,300.0,1,2020-03-31,298.05,calls,0.5722222222222222,0.9935
46,-,9.99,9.82,0.0,SPY200331C00301000,0.1267,14.14,2019-08-01 11:47AM EDT,24,301.0,30,2020-03-31,298.05,calls,0.5722222222222222,0.9901993355481727
47,-,11.72,11.6,0.0,SPY200331C00302000,0.1509,11.45,2019-09-05 1:34PM EDT,79,302.0,12,2020-03-31,298.05,calls,0.5722222222222222,0.9869205298013245
48,-,11.13,11.0,0.0,SPY200331C00303000,0.1491,9.14,2019-08-02 10:16AM EDT,1,303.0,1,2020-03-31,298.05,calls,0.5722222222222222,0.9836633663366336
49,-,8.46,8.3,0.0,SPY200331C00304000,0.12359999999999999,11.03,2019-07-31 4:11PM EDT,54,304.0,1,2020-03-31,298.05,calls,0.5722222222222222,0.9804276315789474
50,-,10.01,9.89,0.0,SPY200331C00305000,0.1457,9.77,2019-09-05 1:41PM EDT,474,305.0,14,2020-03-31,298.05,calls,0.5722222222222222,0.9772131147540984
51,-,9.45,9.35,0.0,SPY200331C00306000,0.1437,9.28,2019-09-05 1:54PM EDT,48,306.0,28,2020-03-31,298.05,calls,0.5722222222222222,0.9740196078431373
52,-,8.92,8.82,0.0,SPY200331C00307000,0.142,6.36,2019-09-03 10:43AM EDT,1078,307.0,1,2020-03-31,298.05,calls,0.5722222222222222,0.9708469055374593
53,-,8.41,8.3,0.0,SPY200331C00308000,0.14029999999999998,8.67,2019-09-05 10:18AM EDT,4062,308.0,6,2020-03-31,298.05,calls,0.5722222222222222,0.9676948051948052
